pedestrian_id,start_unix_ts,speed_mps,profile_json,ean
26,1749706458,1.61,"{""type"": ""business""}",
444,1749706522,0.65,"{""type"": ""browser""}",
860,1749706543,0.99,"{""type"": ""leisure""}",3700105267007
860,1749706543,0.99,"{""type"": ""leisure""}",3185370045008
860,1749706543,0.99,"{""type"": ""leisure""}",7640134912119
646,1749706703,1.55,"{""type"": ""business""}",3421557501678
930,1749706758,0.91,"{""type"": ""leisure""}",3018334600008
930,1749706758,0.91,"{""type"": ""leisure""}",7613034121424
930,1749706758,0.91,"{""type"": ""leisure""}",3760270250044
930,1749706758,0.91,"{""type"": ""leisure""}",3256220610667
930,1749706758,0.91,"{""type"": ""leisure""}",3781604505500
578,1749706802,1.52,"{""type"": ""business""}",3760164860472
578,1749706802,1.52,"{""type"": ""business""}",3222473613571
949,1749706825,1.68,,3258561412924
686,1749706873,1.49,,
583,1749707015,0.89,,
862,1749707078,1.01,"{""type"": ""leisure""}",3398980035899
862,1749707078,1.01,"{""type"": ""leisure""}",26003146
89,1749707091,1.0,"{""type"": ""leisure""}",4056489028994
89,1749707091,1.0,"{""type"": ""leisure""}",3261342003723
89,1749707091,1.0,"{""type"": ""leisure""}",3560070218196
89,1749707091,1.0,"{""type"": ""leisure""}",3660992002764
626,1749707169,1.15,"{""type"": ""leisure""}",7622210309747
626,1749707169,1.15,"{""type"": ""leisure""}",5420019838428
626,1749707169,1.15,"{""type"": ""leisure""}",7617014161301
128,1749707260,1.73,"{""type"": ""rushed""}",3245390064165
202,1749707263,1.76,"{""type"": ""rushed""}",
48,1749707289,0.6,"{""type"": ""browser""}",
762,1749707423,0.93,,5410228195825
762,1749707423,0.93,,3270160235322
762,1749707423,0.93,,3596710496303
299,1749707472,1.19,"{""type"": ""leisure""}",1704225440007
299,1749707472,1.19,"{""type"": ""leisure""}",3560071453534
299,1749707472,1.19,"{""type"": ""leisure""}",3350030182793
299,1749707472,1.19,"{""type"": ""leisure""}",3760155712056
421,1749707608,1.1,"{""type"": ""leisure""}",3560070943968
421,1749707608,1.1,"{""type"": ""leisure""}",2011000019006
421,1749707608,1.1,"{""type"": ""leisure""}",5410228217831
469,1749707630,1.9,"{""type"": ""rushed""}",3483981000844
524,1749707699,0.75,"{""type"": ""browser""}",
82,1749707813,2.0,"{""type"": ""rushed""}",3257984370538
406,1749707851,1.67,"{""type"": ""rushed""}",
544,1749707877,1.1,"{""type"": ""leisure""}",3267850000018
544,1749707877,1.1,"{""type"": ""leisure""}",2850633032934
644,1749707927,0.91,"{""type"": ""leisure""}",3760086158596
644,1749707927,0.91,"{""type"": ""leisure""}",3257984437972
644,1749707927,0.91,"{""type"": ""leisure""}",3560070928286
644,1749707927,0.91,"{""type"": ""leisure""}",3270160385430
691,1749707947,1.72,"{""type"": ""rushed""}",
522,1749707976,0.6,"{""type"": ""browser""}",
861,1749707992,1.81,"{""type"": ""rushed""}",3268650005074
883,1749708006,1.53,"{""type"": ""business""}",
239,1749708031,0.85,"{""type"": ""browser""}",
898,1749708234,1.39,"{""type"": ""business""}",3560070928194
413,1749708325,1.19,"{""type"": ""leisure""}",9002490100490
413,1749708325,1.19,"{""type"": ""leisure""}",3560071457693
314,1749708361,1.09,"{""type"": ""leisure""}",0200116021849
314,1749708361,1.09,"{""type"": ""leisure""}",7617014166474
314,1749708361,1.09,"{""type"": ""leisure""}",3245414394155
314,1749708361,1.09,"{""type"": ""leisure""}",3250392489502
314,1749708361,1.09,"{""type"": ""leisure""}",3560070888160
394,1749708362,1.63,"{""type"": ""business""}",5401029125494
582,1749708519,0.98,,0088009150612
582,1749708519,0.98,,3323790303807
16,1749708563,1.02,"{""type"": ""leisure""}",1202259180000
16,1749708563,1.02,"{""type"": ""leisure""}",2030507984778
16,1749708563,1.02,"{""type"": ""leisure""}",3596710497485
16,1749708563,1.02,"{""type"": ""leisure""}",3245678127377
16,1749708563,1.02,"{""type"": ""leisure""}",3113930600701
165,1749708565,1.49,"{""type"": ""business""}",3760186971538
425,1749708625,1.41,"{""type"": ""business""}",3560070440191
425,1749708625,1.41,"{""type"": ""business""}",3149330008168
499,1749708678,1.15,"{""type"": ""leisure""}",3596710507580
499,1749708678,1.15,"{""type"": ""leisure""}",7640134912119
499,1749708678,1.15,"{""type"": ""leisure""}",7613034121424
935,1749708692,0.86,"{""type"": ""browser""}",
722,1749708734,1.67,"{""type"": ""rushed""}",14781865
705,1749708764,0.72,"{""type"": ""browser""}",
228,1749708806,1.42,"{""type"": ""business""}",20381417
228,1749708806,1.42,"{""type"": ""business""}",3254560563179
293,1749708809,1.38,"{""type"": ""business""}",
913,1749708878,0.93,"{""type"": ""leisure""}",3073416101224
913,1749708878,0.93,"{""type"": ""leisure""}",3277393400015
913,1749708878,0.93,"{""type"": ""leisure""}",3560071134754
913,1749708878,0.93,"{""type"": ""leisure""}",5400606002210
913,1749708878,0.93,"{""type"": ""leisure""}",3065620001063
287,1749708923,0.9,,
819,1749709014,1.52,"{""type"": ""business""}",3483939801059
775,1749709048,1.14,"{""type"": ""leisure""}",3760305040961
775,1749709048,1.14,"{""type"": ""leisure""}",3760305040947
775,1749709048,1.14,"{""type"": ""leisure""}",8414100357100
775,1749709048,1.14,"{""type"": ""leisure""}",3250391331192
775,1749709048,1.14,"{""type"": ""leisure""}",3263855093215
615,1749709143,1.5,"{""type"": ""business""}",3760191090149
417,1749709294,1.63,"{""type"": ""business""}",
452,1749709315,1.51,"{""type"": ""business""}",
326,1749709539,1.8,,4062300217256
186,1749709554,1.02,"{""type"": ""leisure""}",3760149510071
186,1749709554,1.02,"{""type"": ""leisure""}",3274080005003
186,1749709554,1.02,"{""type"": ""leisure""}",3421557501272
461,1749709574,1.02,"{""type"": ""leisure""}",3560070940219
318,1749709683,0.8,,
168,1749709694,1.0,,3323790303791
168,1749709694,1.0,,7640134912119
362,1749709817,1.07,"{""type"": ""leisure""}",3599740009628
362,1749709817,1.07,"{""type"": ""leisure""}",3222475634291
194,1749709926,0.75,,
731,1749709990,1.81,"{""type"": ""rushed""}",3329770058682
22,1749710013,0.82,"{""type"": ""browser""}",
890,1749710041,1.66,"{""type"": ""rushed""}",0209558017717
852,1749710067,0.72,"{""type"": ""browser""}",
612,1749710091,0.9,"{""type"": ""browser""}",
779,1749710333,1.69,"{""type"": ""rushed""}",
580,1749710334,1.02,,8690504519096
580,1749710334,1.02,,4011740000164
580,1749710334,1.02,,20977993
580,1749710334,1.02,,3700105267007
580,1749710334,1.02,,2850633032934
912,1749710349,0.94,"{""type"": ""leisure""}",3222472948469
912,1749710349,0.94,"{""type"": ""leisure""}",3419390003541
912,1749710349,0.94,"{""type"": ""leisure""}",8712100675119
556,1749710425,1.0,"{""type"": ""leisure""}",20711528
556,1749710425,1.0,"{""type"": ""leisure""}",3560070275328
621,1749710495,1.47,"{""type"": ""business""}",7617014164692
621,1749710495,1.47,"{""type"": ""business""}",3560071257514
3,1749710540,1.42,"{""type"": ""business""}",3760305040947
3,1749710540,1.42,"{""type"": ""business""}",3302740047534
456,1749710685,0.91,"{""type"": ""leisure""}",3258561040400
456,1749710685,0.91,"{""type"": ""leisure""}",3350033093119
456,1749710685,0.91,"{""type"": ""leisure""}",5400247061775
456,1749710685,0.91,"{""type"": ""leisure""}",3292090000313
456,1749710685,0.91,"{""type"": ""leisure""}",3782035801100
29,1749710752,1.55,"{""type"": ""business""}",3258561040400
155,1749710769,0.97,,3421557501678
155,1749710769,0.97,,3439496601526
155,1749710769,0.97,,3596710467969
155,1749710769,0.97,,0200133042186
155,1749710769,0.97,,99461958954352
808,1749710840,1.43,"{""type"": ""business""}",5410228217596
808,1749710840,1.43,"{""type"": ""business""}",3683080344010
136,1749710851,1.13,"{""type"": ""leisure""}",2022000015851
634,1749710886,1.56,"{""type"": ""business""}",
571,1749710956,1.71,"{""type"": ""rushed""}",
466,1749710966,1.97,"{""type"": ""rushed""}",
441,1749711021,1.0,,7613038837284
441,1749711021,1.0,,3256223411223
441,1749711021,1.0,,3266110059391
921,1749711066,1.9,,
422,1749711078,1.59,,
102,1749711123,1.95,"{""type"": ""rushed""}",3033710019397
681,1749711314,1.13,"{""type"": ""leisure""}",3760020503529
681,1749711314,1.13,"{""type"": ""leisure""}",3229820019208
681,1749711314,1.13,"{""type"": ""leisure""}",3560070258512
681,1749711314,1.13,"{""type"": ""leisure""}",3560071265618
681,1749711314,1.13,"{""type"": ""leisure""}",3560071010065
991,1749711351,1.93,,
248,1749711358,1.0,,3700152400440
248,1749711358,1.0,,3254381014522
248,1749711358,1.0,,3263859464615
248,1749711358,1.0,,3242272845157
956,1749711400,1.4,"{""type"": ""business""}",3564700405413
533,1749711462,1.9,"{""type"": ""rushed""}",
909,1749711465,1.36,"{""type"": ""business""}",3596710418343
909,1749711465,1.36,"{""type"": ""business""}",3760243323270
504,1749711485,1.55,,
744,1749711563,1.83,"{""type"": ""rushed""}",
847,1749711617,1.45,"{""type"": ""business""}",
283,1749711753,0.62,"{""type"": ""browser""}",
465,1749711774,1.77,"{""type"": ""rushed""}",
392,1749711788,0.97,,2030507984778
392,1749711788,0.97,,3700817700342
392,1749711788,0.97,,3261342003723
392,1749711788,0.97,,8422388042519
392,1749711788,0.97,,3248710362002
863,1749711842,1.54,"{""type"": ""business""}",3760305040916
863,1749711842,1.54,"{""type"": ""business""}",3760084330406
515,1749711860,1.02,"{""type"": ""leisure""}",3459343200054
515,1749711860,1.02,"{""type"": ""leisure""}",20800925
515,1749711860,1.02,"{""type"": ""leisure""}",8431876006421
515,1749711860,1.02,"{""type"": ""leisure""}",3770003905738
905,1749712039,0.85,"{""type"": ""browser""}",
154,1749712046,1.66,"{""type"": ""rushed""}",
358,1749712064,1.4,,3242272864257
358,1749712064,1.4,,3564707087346
366,1749712093,1.13,"{""type"": ""leisure""}",3250390561897
366,1749712093,1.13,"{""type"": ""leisure""}",5420019836493
929,1749712207,0.72,"{""type"": ""browser""}",
40,1749712256,1.63,"{""type"": ""business""}",3700392498894
40,1749712256,1.63,"{""type"": ""business""}",3700311801521
954,1749712306,1.06,"{""type"": ""leisure""}",3245390196385
954,1749712306,1.06,"{""type"": ""leisure""}",5413415200302
954,1749712306,1.06,"{""type"": ""leisure""}",6130093010175
954,1749712306,1.06,"{""type"": ""leisure""}",5410228191568
954,1749712306,1.06,"{""type"": ""leisure""}",3700311801521
532,1749712313,1.63,"{""type"": ""business""}",3256540000346
158,1749712405,1.63,,3257980698209
388,1749712471,1.53,"{""type"": ""business""}",3222476755629
476,1749712518,1.87,"{""type"": ""rushed""}",
23,1749712641,0.94,"{""type"": ""leisure""}",3257982269469
23,1749712641,0.94,"{""type"": ""leisure""}",3222472889182
23,1749712641,0.94,"{""type"": ""leisure""}",5010019601797
23,1749712641,0.94,"{""type"": ""leisure""}",3596710217045
463,1749712669,0.61,"{""type"": ""browser""}",
371,1749712715,0.81,"{""type"": ""browser""}",
774,1749712748,1.8,"{""type"": ""rushed""}",3596710460915
553,1749712924,0.95,,3441800680066
553,1749712924,0.95,,3245411889241
553,1749712924,0.95,,3700866611576
120,1749712986,1.63,"{""type"": ""business""}",7610209060342
501,1749712998,1.68,"{""type"": ""rushed""}",
147,1749713012,0.93,"{""type"": ""leisure""}",4056489639701
147,1749713012,0.93,"{""type"": ""leisure""}",3268650005074
147,1749713012,0.93,"{""type"": ""leisure""}",3700181513265
379,1749713045,0.86,"{""type"": ""browser""}",
44,1749713080,1.18,"{""type"": ""leisure""}",3242272845157
977,1749713129,1.61,"{""type"": ""business""}",3564707087346
977,1749713129,1.61,"{""type"": ""business""}",8711700965002
926,1749713221,1.61,"{""type"": ""rushed""}",
565,1749713337,1.12,"{""type"": ""leisure""}",2286630002128
565,1749713337,1.12,"{""type"": ""leisure""}",3760296675821
565,1749713337,1.12,"{""type"": ""leisure""}",3560070897698
565,1749713337,1.12,"{""type"": ""leisure""}",3560070968589
565,1749713337,1.12,"{""type"": ""leisure""}",3701205200000
125,1749713346,1.16,"{""type"": ""leisure""}",0209558017717
125,1749713346,1.16,"{""type"": ""leisure""}",3770023992039
125,1749713346,1.16,"{""type"": ""leisure""}",3263859494315
513,1749713469,1.55,"{""type"": ""business""}",
859,1749713484,1.16,"{""type"": ""leisure""}",3602826450273
859,1749713484,1.16,"{""type"": ""leisure""}",26039404
859,1749713484,1.16,"{""type"": ""leisure""}",25456257
859,1749713484,1.16,"{""type"": ""leisure""}",3245413537706
343,1749713521,1.85,"{""type"": ""rushed""}",
278,1749713615,1.49,,
593,1749713752,1.14,"{""type"": ""leisure""}",4260363486071
593,1749713752,1.14,"{""type"": ""leisure""}",3245390159090
139,1749713779,0.67,"{""type"": ""browser""}",
903,1749713818,0.9,"{""type"": ""leisure""}",3253950071744
903,1749713818,0.9,"{""type"": ""leisure""}",3222472948469
903,1749713818,0.9,"{""type"": ""leisure""}",3173100200018
903,1749713818,0.9,"{""type"": ""leisure""}",3353630001303
903,1749713818,0.9,"{""type"": ""leisure""}",3410280024547
788,1749713836,1.89,"{""type"": ""rushed""}",3258561419428
801,1749713907,1.53,"{""type"": ""business""}",
207,1749714056,0.85,"{""type"": ""browser""}",
925,1749714058,1.13,,3173281224087
988,1749714102,1.65,"{""type"": ""rushed""}",
509,1749714174,1.98,"{""type"": ""rushed""}",
972,1749714181,1.64,"{""type"": ""rushed""}",3781406702503
655,1749714275,1.35,"{""type"": ""business""}",
985,1749714313,1.82,,3760247832174
396,1749714406,0.98,,3560070429080
396,1749714406,0.98,,3560070319220
396,1749714406,0.98,,3700392498894
329,1749714507,1.46,"{""type"": ""business""}",00898607
329,1749714507,1.46,"{""type"": ""business""}",3256221106411
132,1749714516,1.63,"{""type"": ""rushed""}",3273625834511
664,1749714557,1.75,"{""type"": ""rushed""}",
418,1749714584,1.64,"{""type"": ""rushed""}",3599740009628
46,1749714587,1.71,"{""type"": ""rushed""}",
5,1749714589,0.96,,3350033247819
5,1749714589,0.96,,3245390068682
5,1749714589,0.96,,3560071237424
107,1749714692,1.7,"{""type"": ""rushed""}",
54,1749714833,1.59,"{""type"": ""business""}",
844,1749714870,1.1,,3329630926304
508,1749714910,0.91,"{""type"": ""leisure""}",2619027006483
508,1749714910,0.91,"{""type"": ""leisure""}",3263859494315
508,1749714910,0.91,"{""type"": ""leisure""}",3222471017746
508,1749714910,0.91,"{""type"": ""leisure""}",3560070897728
116,1749714939,1.45,"{""type"": ""business""}",3250392501389
116,1749714939,1.45,"{""type"": ""business""}",3594940000048
741,1749714973,0.8,"{""type"": ""browser""}",
858,1749715003,1.88,"{""type"": ""rushed""}",
640,1749715016,1.45,"{""type"": ""business""}",20466886
52,1749715049,1.64,"{""type"": ""business""}",
479,1749715076,1.16,"{""type"": ""leisure""}",3596710338351
479,1749715076,1.16,"{""type"": ""leisure""}",3564700000137
652,1749715100,1.11,"{""type"": ""leisure""}",3582740001105
652,1749715100,1.11,"{""type"": ""leisure""}",3256400158736
652,1749715100,1.11,"{""type"": ""leisure""}",3700181513265
652,1749715100,1.11,"{""type"": ""leisure""}",3439496601526
386,1749715155,1.78,"{""type"": ""rushed""}",
838,1749715213,1.03,,2000000069093
838,1749715213,1.03,,3012992421005
838,1749715213,1.03,,0200707030830
838,1749715213,1.03,,3560070889488
838,1749715213,1.03,,3770004958337
367,1749715277,1.85,"{""type"": ""rushed""}",
901,1749715353,1.82,"{""type"": ""rushed""}",3596710531875
803,1749715363,1.68,,5425015401034
489,1749715540,1.15,"{""type"": ""leisure""}",3245411901578
489,1749715540,1.15,"{""type"": ""leisure""}",5415270100728
489,1749715540,1.15,"{""type"": ""leisure""}",3563490110125
489,1749715540,1.15,"{""type"": ""leisure""}",8033406265461
489,1749715540,1.15,"{""type"": ""leisure""}",3439496601526
261,1749715574,1.81,,3245415349024
688,1749715731,1.8,"{""type"": ""rushed""}",
265,1749715749,1.04,"{""type"": ""leisure""}",3222473631216
265,1749715749,1.04,"{""type"": ""leisure""}",3700679611121
265,1749715749,1.04,"{""type"": ""leisure""}",3596710532193
265,1749715749,1.04,"{""type"": ""leisure""}",3760305040916
265,1749715749,1.04,"{""type"": ""leisure""}",3080920991234
272,1749715873,0.73,"{""type"": ""browser""}",
950,1749715933,1.86,"{""type"": ""rushed""}",
825,1749715974,1.82,"{""type"": ""rushed""}",3760270250044
494,1749715988,1.73,,
189,1749716009,1.98,"{""type"": ""rushed""}",3700105267007
477,1749716038,1.98,"{""type"": ""rushed""}",3222472948469
315,1749716148,0.63,"{""type"": ""browser""}",
432,1749716184,0.91,"{""type"": ""leisure""}",3419390003541
432,1749716184,0.91,"{""type"": ""leisure""}",3323790322099
432,1749716184,0.91,"{""type"": ""leisure""}",0038000391187
432,1749716184,0.91,"{""type"": ""leisure""}",3153126838006
432,1749716184,0.91,"{""type"": ""leisure""}",3292590882457
200,1749716213,1.19,"{""type"": ""leisure""}",3564700027516
200,1749716213,1.19,"{""type"": ""leisure""}",3367270045559
200,1749716213,1.19,"{""type"": ""leisure""}",3256223669037
735,1749716242,0.94,"{""type"": ""leisure""}",7290110110666
735,1749716242,0.94,"{""type"": ""leisure""}",3483939801059
915,1749716252,0.85,"{""type"": ""browser""}",
238,1749716325,1.91,"{""type"": ""rushed""}",
39,1749716578,1.37,"{""type"": ""business""}",
224,1749716643,1.05,"{""type"": ""leisure""}",3282946037303
224,1749716643,1.05,"{""type"": ""leisure""}",3291820013197
224,1749716643,1.05,"{""type"": ""leisure""}",3596710285624
224,1749716643,1.05,"{""type"": ""leisure""}",3564700010853
31,1749716865,1.51,"{""type"": ""business""}",
974,1749716887,1.98,"{""type"": ""rushed""}",5900020036193
204,1749717115,0.71,"{""type"": ""browser""}",
492,1749717149,1.05,"{""type"": ""leisure""}",3166352968591
492,1749717149,1.05,"{""type"": ""leisure""}",3350033259591
492,1749717149,1.05,"{""type"": ""leisure""}",20381417
492,1749717149,1.05,"{""type"": ""leisure""}",3760049798272
188,1749717328,1.4,"{""type"": ""business""}",
570,1749717337,1.57,"{""type"": ""business""}",3257986406709
637,1749717438,0.77,"{""type"": ""browser""}",
659,1749717453,0.74,"{""type"": ""browser""}",
271,1749717471,1.13,"{""type"": ""leisure""}",3222476641939
271,1749717471,1.13,"{""type"": ""leisure""}",3760075072346
271,1749717471,1.13,"{""type"": ""leisure""}",3421557502460
848,1749717504,1.01,,3700392470852
848,1749717504,1.01,,0203190007877
946,1749717740,1.6,"{""type"": ""business""}",8711700965002
911,1749717861,0.78,"{""type"": ""browser""}",
602,1749717862,1.11,"{""type"": ""leisure""}",3760194920054
602,1749717862,1.11,"{""type"": ""leisure""}",3324440339313
602,1749717862,1.11,"{""type"": ""leisure""}",3599740009628
975,1749717940,1.08,"{""type"": ""leisure""}",3596710285624
975,1749717940,1.08,"{""type"": ""leisure""}",3564700414187
975,1749717940,1.08,"{""type"": ""leisure""}",3448781300006
676,1749718079,1.55,"{""type"": ""business""}",
942,1749718145,1.0,"{""type"": ""leisure""}",3560071453534
629,1749718211,1.46,"{""type"": ""business""}",
830,1749718272,1.14,"{""type"": ""leisure""}",3760039500823
830,1749718272,1.14,"{""type"": ""leisure""}",3029440005137
830,1749718272,1.14,"{""type"": ""leisure""}",3560070340224
830,1749718272,1.14,"{""type"": ""leisure""}",3760173500000
830,1749718272,1.14,"{""type"": ""leisure""}",3596710333271
173,1749718342,0.95,"{""type"": ""leisure""}",3124480182135
173,1749718342,0.95,"{""type"": ""leisure""}",3596710480098
173,1749718342,0.95,"{""type"": ""leisure""}",3700392470814
173,1749718342,0.95,"{""type"": ""leisure""}",3419390003541
944,1749718356,1.1,"{""type"": ""leisure""}",3222476651143
944,1749718356,1.1,"{""type"": ""leisure""}",3565490001014
944,1749718356,1.1,"{""type"": ""leisure""}",3116430215468
944,1749718356,1.1,"{""type"": ""leisure""}",3760155712056
420,1749718491,1.93,,3523680461093
679,1749718549,1.64,,
295,1749718638,1.58,,
445,1749718876,0.79,"{""type"": ""browser""}",
573,1749718917,1.56,"{""type"": ""business""}",3560071030360
573,1749718917,1.56,"{""type"": ""business""}",3245390144683
627,1749718955,1.13,,3500531077009
627,1749718955,1.13,,3222473419098
66,1749719122,1.92,,
266,1749719136,1.18,"{""type"": ""leisure""}",0200133042186
266,1749719136,1.18,"{""type"": ""leisure""}",3329630901110
266,1749719136,1.18,"{""type"": ""leisure""}",99461958954352
269,1749719189,0.79,,
382,1749719223,1.51,,80466437
8,1749719335,1.58,"{""type"": ""business""}",
170,1749719374,1.02,"{""type"": ""leisure""}",20361587
170,1749719374,1.02,"{""type"": ""leisure""}",3250391671557
170,1749719374,1.02,"{""type"": ""leisure""}",3257984437972
170,1749719374,1.02,"{""type"": ""leisure""}",0206028035554
321,1749719457,0.66,"{""type"": ""browser""}",
144,1749719481,1.84,"{""type"": ""rushed""}",3068320085005
719,1749719533,1.87,,3470250029637
437,1749719645,1.53,"{""type"": ""business""}",
666,1749719648,1.45,"{""type"": ""business""}",5010327206172
666,1749719648,1.45,"{""type"": ""business""}",5413023001001
747,1749719651,0.81,,
161,1749719669,0.7,"{""type"": ""browser""}",
296,1749719746,0.84,"{""type"": ""browser""}",
947,1749719875,1.76,,
235,1749719914,1.92,"{""type"": ""rushed""}",
308,1749720084,1.07,"{""type"": ""leisure""}",3222476476722
308,1749720084,1.07,"{""type"": ""leisure""}",00898607
308,1749720084,1.07,"{""type"": ""leisure""}",3443271333014
960,1749720107,1.7,"{""type"": ""rushed""}",3237580165318
558,1749720151,1.17,"{""type"": ""leisure""}",20146160
558,1749720151,1.17,"{""type"": ""leisure""}",3564709164526
558,1749720151,1.17,"{""type"": ""leisure""}",5425015401034
558,1749720151,1.17,"{""type"": ""leisure""}",3523680495463
558,1749720151,1.17,"{""type"": ""leisure""}",3180940087716
856,1749720162,0.92,"{""type"": ""leisure""}",3258561240695
302,1749720315,1.43,"{""type"": ""business""}",3263850049217
428,1749720507,1.86,"{""type"": ""rushed""}",3560070478699
723,1749720573,0.73,"{""type"": ""browser""}",
83,1749720605,1.68,"{""type"": ""rushed""}",
405,1749720670,1.47,"{""type"": ""business""}",3250391371167
405,1749720670,1.47,"{""type"": ""business""}",3560070351237
430,1749720728,1.85,"{""type"": ""rushed""}",
448,1749720753,1.56,"{""type"": ""business""}",3222475750960
32,1749720771,1.61,"{""type"": ""business""}",
103,1749720946,0.88,,
222,1749721001,0.91,"{""type"": ""leisure""}",27076460
222,1749721001,0.91,"{""type"": ""leisure""}",0209558017717
813,1749721002,1.72,"{""type"": ""rushed""}",
217,1749721023,0.82,"{""type"": ""browser""}",
600,1749721080,1.04,"{""type"": ""leisure""}",3290353013155
600,1749721080,1.04,"{""type"": ""leisure""}",3263859494711
510,1749721170,1.54,"{""type"": ""business""}",3250392259747
148,1749721240,0.87,"{""type"": ""browser""}",
771,1749721311,0.87,"{""type"": ""browser""}",
478,1749721351,0.82,"{""type"": ""browser""}",
630,1749721419,1.67,"{""type"": ""rushed""}",3560071461454
231,1749721458,1.56,"{""type"": ""business""}",
18,1749721661,0.89,"{""type"": ""browser""}",
932,1749721661,1.5,"{""type"": ""business""}",7610807051940
984,1749721685,1.81,"{""type"": ""rushed""}",3560070564453
252,1749721732,1.57,"{""type"": ""business""}",20381417
244,1749721744,1.86,"{""type"": ""rushed""}",3483981000967
816,1749721745,0.65,"{""type"": ""browser""}",
36,1749721780,0.88,"{""type"": ""browser""}",
58,1749721797,1.36,"{""type"": ""business""}",20361587
58,1749721797,1.36,"{""type"": ""business""}",3700181513173
678,1749721820,0.76,"{""type"": ""browser""}",
864,1749721921,1.05,"{""type"": ""leisure""}",3560070888146
864,1749721921,1.05,"{""type"": ""leisure""}",3700152400228
864,1749721921,1.05,"{""type"": ""leisure""}",3564700010860
864,1749721921,1.05,"{""type"": ""leisure""}",2010088299997
653,1749722017,1.02,"{""type"": ""leisure""}",5400501953259
850,1749722074,1.68,,
179,1749722232,1.78,"{""type"": ""rushed""}",3700181513265
892,1749722312,1.77,"{""type"": ""rushed""}",3582740000016
380,1749722358,0.63,"{""type"": ""browser""}",
427,1749722421,0.68,,
292,1749722464,0.96,,0200116021849
867,1749722484,1.38,"{""type"": ""business""}",
335,1749722485,1.48,"{""type"": ""business""}",3270160385430
94,1749722505,1.82,,
814,1749722513,0.83,"{""type"": ""browser""}",
162,1749722571,1.94,"{""type"": ""rushed""}",
815,1749722572,1.91,"{""type"": ""rushed""}",3700817700373
738,1749722626,0.79,,
851,1749722789,0.94,"{""type"": ""leisure""}",3245411441982
851,1749722789,0.94,"{""type"": ""leisure""}",3256224765370
851,1749722789,0.94,"{""type"": ""leisure""}",3700392470784
851,1749722789,0.94,"{""type"": ""leisure""}",3760305040947
251,1749722838,1.5,"{""type"": ""business""}",3222475401688
251,1749722838,1.5,"{""type"": ""business""}",26073347
983,1749722941,0.87,"{""type"": ""browser""}",
994,1749722943,0.7,"{""type"": ""browser""}",
65,1749722998,1.81,,8712100441158
